chrom	start	stop
I	1918000	1924000
I	1918000	1924000
I	1918000	1924000
I	1918000	1924000
I	1918000	1924000
I	1918000	1928000
I	2218000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2228000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2228000
I	2221000	2228000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2221000	2227000
I	2222000	2227000
I	2222000	2227000
I	2222000	2227000
I	2222000	2227000
I	2222000	2227000
I	2222000	2227000
I	2328000	2361000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2361000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2361000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2328000	2362000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2477000	2484000
I	2478000	2484000
I	2549000	2563000
I	2549000	2563000
I	2549000	2563000
I	2550000	2563000
I	2550000	2563000
I	2550000	2563000
I	2550000	2563000
I	2553000	2563000
I	2553000	2563000
I	2553000	2563000
I	2553000	2563000
I	2553000	2563000
I	2553000	2563000
I	2553000	2563000
I	2553000	2563000
I	2553000	2563000
I	2554000	2563000
I	2556000	2563000
I	2558000	2563000
I	2558000	2563000
I	2558000	2563000
I	2558000	2563000
I	2558000	2563000
I	2558000	2563000
I	2558000	2563000
I	2558000	2563000
I	2558000	2563000
I	2558000	2563000
I	2558000	2563000
I	2558000	2563000
I	2558000	2563000
I	2558000	2563000
I	2558000	2563000
I	2558000	2563000
I	2558000	2563000
I	2558000	2563000
I	2562000	2568000
I	2576000	2584000
I	2576000	2583000
I	2576000	2584000
I	2576000	2584000
I	2576000	2583000
I	2576000	2583000
I	2576000	2584000
I	2576000	2583000
I	2576000	2583000
I	2576000	2583000
I	2576000	2583000
I	2576000	2583000
I	2752000	2758000
I	2799000	2809000
I	2799000	2809000
I	3022000	3046000
I	3029000	3034000
I	3029000	3034000
I	3062000	3067000
I	3587000	3592000
I	3781000	3788000
I	3804000	3809000
I	3804000	3809000
I	10912000	10918000
I	10912000	10918000
I	10912000	10918000
I	10912000	10918000
I	11239000	11247000
I	11241000	11253000
I	11357000	11371000
I	11358000	11367000
I	11431000	11449000
I	11438000	11449000
I	11438000	11449000
I	11438000	11449000
I	11476000	11481000
I	11476000	11481000
I	11476000	11481000
I	11476000	11481000
I	11476000	11481000
I	11476000	11481000
I	11476000	11481000
I	11476000	11482000
I	11476000	11481000
I	11476000	11481000
I	11476000	11481000
I	11476000	11481000
I	11476000	11481000
I	11476000	11481000
I	11476000	11481000
I	11476000	11481000
I	11476000	11481000
I	11476000	11481000
I	11476000	11481000
I	11476000	11481000
I	11476000	11481000
I	11628000	11634000
I	11628000	11633000
I	11628000	11633000
I	11628000	11633000
I	11628000	11633000
I	12061000	12067000
I	12063000	12152000
I	12063000	12152000
I	12063000	12152000
I	12063000	12152000
I	12063000	12152000
I	12064000	12155000
I	12071000	12087000
I	12071000	12087000
I	12071000	12087000
I	12073000	12088000
I	12073000	12104000
I	12080000	12088000
I	12089000	12104000
I	12089000	12104000
I	12095000	12123000
I	12096000	12112000
I	12103000	12112000
I	12103000	12112000
I	12103000	12123000
I	12103000	12112000
I	12103000	12110000
I	12103000	12115000
I	12103000	12109000
I	12103000	12112000
I	12103000	12114000
I	12103000	12114000
I	12116000	12123000
I	12116000	12123000
I	12116000	12123000
I	12116000	12123000
I	12116000	12123000
I	12118000	12123000
I	12118000	12123000
I	12120000	12125000
I	12120000	12125000
I	12136000	12141000
I	12136000	12141000
I	12136000	12141000
I	12136000	12141000
I	12196000	12201000
I	12214000	12456000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12279000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12242000	12247000
I	12272000	12278000
I	12272000	12278000
I	12344000	12351000
I	12344000	12351000
I	12344000	12351000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12385000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12385000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12385000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12368000	12373000
I	12380000	12385000
I	12380000	12401000
I	12385000	12392000
I	12386000	12392000
I	12386000	12392000
I	12404000	12410000
I	12404000	12410000
I	12404000	12410000
I	12427000	12443000
I	12427000	12443000
I	12432000	12445000
I	12432000	12443000
I	12437000	12462000
I	12437000	12443000
I	12437000	12443000
I	12437000	12443000
I	12442000	12450000
I	12442000	12475000
I	12442000	12460000
I	12442000	12460000
I	12442000	12460000
I	12507000	12514000
I	12606000	12682000
I	12620000	12626000
I	12620000	12626000
I	12620000	12626000
I	12622000	12649000
I	12622000	12649000
I	12622000	12649000
I	12622000	12645000
I	12622000	12648000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12642000
I	12622000	12645000
I	12622000	12649000
I	12622000	12645000
I	12622000	12649000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12622000	12645000
I	12629000	12646000
I	12629000	12648000
I	12629000	12645000
I	12632000	12645000
I	12633000	12648000
I	12641000	12649000
I	12641000	12649000
I	12663000	12668000
I	12664000	12670000
I	12664000	12669000
I	12664000	12669000
I	12682000	12704000
I	12682000	12705000
I	12682000	12704000
I	12706000	12713000
I	12729000	12736000
I	12750000	12771000
I	12750000	12763000
I	12750000	12771000
I	12750000	12771000
I	12750000	12763000
I	12750000	12771000
I	12750000	12763000
I	12751000	12771000
I	12751000	12763000
I	12751000	12763000
I	12751000	12770000
I	12752000	12763000
I	12752000	12763000
I	12752000	12763000
I	12752000	12770000
I	12752000	12763000
I	12752000	12763000
I	12752000	12763000
I	12752000	12763000
I	12752000	12763000
I	12752000	12770000
I	12752000	12763000
I	12752000	12763000
I	12752000	12763000
I	12752000	12763000
I	12752000	12763000
I	12752000	12763000
I	12752000	12763000
I	12752000	12763000
I	12752000	12763000
I	12752000	12763000
I	12752000	12763000
I	12752000	12763000
I	12752000	12763000
I	12752000	12763000
I	12754000	12762000
I	12754000	12763000
I	12754000	12763000
I	12754000	12763000
I	12754000	12763000
I	12754000	12763000
I	12754000	12763000
I	12754000	12763000
I	12754000	12763000
I	12754000	12763000
I	12754000	12763000
I	12754000	12763000
I	12754000	12763000
I	12754000	12763000
I	12754000	12763000
I	12754000	12763000
I	12755000	12763000
I	12758000	12763000
I	12758000	12763000
I	12758000	12763000
I	12758000	12763000
I	12767000	12773000
I	12797000	12806000
I	12801000	12806000
I	12801000	12806000
I	12803000	12809000
I	12804000	12812000
I	12845000	12857000
I	12846000	12851000
I	12846000	12855000
I	12846000	12851000
I	12847000	12857000
I	12847000	12855000
I	12847000	12853000
I	12849000	12857000
I	12849000	12856000
I	12849000	12857000
I	12849000	12857000
I	12849000	12855000
I	12849000	12855000
I	12849000	12855000
I	12849000	12857000
I	12849000	12857000
I	12849000	12855000
I	12849000	12856000
I	12849000	12855000
I	12849000	12854000
I	12849000	12855000
I	12849000	12854000
I	12849000	12855000
I	12849000	12856000
I	12849000	12855000
I	12849000	12856000
I	12966000	12991000
I	12966000	12991000
I	12979000	12993000
I	13019000	13053000
I	13019000	13053000
I	13032000	13061000
I	13037000	13085000
I	13053000	13085000
I	13053000	13085000
I	13053000	13085000
I	13053000	13161000
I	13053000	13072000
I	13053000	13090000
I	13053000	13161000
I	13053000	13095000
I	13053000	13085000
I	13053000	13091000
I	13053000	13161000
I	13100000	13161000
I	13100000	13161000
I	13100000	13161000
I	13101000	13161000
I	13101000	13161000
I	13101000	13161000
I	13101000	13161000
I	13103000	13161000
I	13104000	13118000
I	13140000	13147000
I	13144000	13174000
I	13155000	13161000
I	13160000	13186000
I	13160000	13186000
I	13182000	13199000
I	13182000	13188000
I	13187000	13217000
I	13214000	13219000
I	13249000	13263000
I	13249000	13255000
I	13255000	13265000
I	13255000	13265000
I	13263000	13272000
I	13340000	13356000
I	13340000	13349000
I	13340000	13349000
I	13340000	13349000
I	13371000	13386000
I	13371000	13386000
I	13371000	13386000
I	13371000	13386000
I	13376000	13381000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13377000	13386000
I	13808000	13820000
I	14023000	14037000
I	14027000	14038000
I	14027000	14035000
I	14071000	14076000
I	14071000	14076000
I	14292000	14307000
I	14293000	14307000
I	14295000	14307000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14306000	14311000
I	14331000	14338000
I	14368000	14380000
I	14416000	14422000
I	14420000	14430000
I	14509000	14515000
I	14510000	14515000
I	14515000	14527000
I	14529000	14554000
I	14529000	14538000
I	14668000	14678000
I	14669000	14683000
I	14773000	14778000
II	262000	331000
II	262000	331000
II	262000	332000
II	262000	331000
II	272000	331000
II	290000	332000
II	290000	332000
II	290000	332000
II	290000	313000
II	290000	331000
II	290000	332000
II	290000	331000
II	290000	332000
II	290000	332000
II	290000	332000
II	290000	331000
II	290000	332000
II	290000	331000
II	290000	331000
II	290000	332000
II	290000	332000
II	290000	332000
II	291000	331000
II	319000	332000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	388000	393000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	407000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	402000	410000
II	403000	410000
II	403000	410000
II	403000	410000
II	404000	410000
II	409000	428000
II	430000	544000
II	430000	545000
II	430000	545000
II	436000	447000
II	436000	544000
II	471000	536000
II	544000	576000
II	576000	629000
II	576000	629000
II	576000	629000
II	576000	629000
II	626000	636000
II	626000	635000
II	626000	635000
II	626000	636000
II	626000	636000
II	626000	636000
II	637000	674000
II	637000	674000
II	637000	674000
II	637000	674000
II	650000	661000
II	650000	661000
II	650000	661000
II	650000	661000
II	650000	661000
II	650000	661000
II	650000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	667000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	651000	661000
II	659000	668000
II	659000	668000
II	659000	668000
II	659000	668000
II	667000	680000
II	672000	688000
II	672000	688000
II	672000	688000
II	672000	688000
II	672000	689000
II	672000	688000
II	672000	688000
II	672000	688000
II	672000	688000
II	673000	689000
II	673000	688000
II	673000	688000
II	673000	688000
II	673000	690000
II	673000	688000
II	673000	688000
II	838000	844000
II	838000	844000
II	838000	844000
II	838000	844000
II	838000	844000
II	838000	844000
II	838000	844000
II	838000	844000
II	838000	844000
II	838000	844000
II	838000	844000
II	838000	844000
II	838000	844000
II	838000	844000
II	838000	844000
II	838000	844000
II	838000	844000
II	838000	844000
II	838000	844000
II	839000	844000
II	839000	844000
II	839000	844000
II	839000	844000
II	839000	844000
II	839000	844000
II	839000	844000
II	839000	844000
II	839000	844000
II	839000	844000
II	839000	844000
II	839000	844000
II	839000	844000
II	839000	844000
II	839000	844000
II	839000	844000
II	839000	844000
II	839000	844000
II	839000	844000
II	839000	844000
II	839000	844000
II	839000	844000
II	868000	890000
II	869000	874000
II	876000	934000
II	876000	934000
II	876000	934000
II	876000	934000
II	876000	934000
II	876000	934000
II	876000	934000
II	876000	934000
II	876000	934000
II	884000	911000
II	884000	922000
II	884000	922000
II	884000	922000
II	884000	922000
II	884000	922000
II	884000	922000
II	884000	922000
II	884000	922000
II	884000	922000
II	884000	922000
II	884000	922000
II	884000	922000
II	902000	939000
II	905000	924000
II	905000	924000
II	905000	924000
II	905000	914000
II	911000	932000
II	911000	932000
II	958000	977000
II	958000	964000
II	958000	975000
II	958000	977000
II	958000	975000
II	958000	975000
II	958000	977000
II	958000	975000
II	958000	975000
II	970000	975000
II	991000	1016000
II	1001000	1016000
II	1001000	1020000
II	1001000	1010000
II	1001000	1020000
II	1001000	1021000
II	1001000	1020000
II	1001000	1020000
II	1001000	1017000
II	1001000	1074000
II	1001000	1034000
II	1001000	1020000
II	1001000	1020000
II	1001000	1020000
II	1001000	1020000
II	1001000	1020000
II	1001000	1020000
II	1001000	1020000
II	1001000	1020000
II	1001000	1020000
II	1023000	1031000
II	1040000	1053000
II	1040000	1051000
II	1040000	1051000
II	1040000	1053000
II	1040000	1052000
II	1040000	1074000
II	1040000	1073000
II	1040000	1057000
II	1040000	1057000
II	1040000	1051000
II	1040000	1051000
II	1040000	1051000
II	1045000	1052000
II	1045000	1051000
II	1045000	1052000
II	1047000	1053000
II	1047000	1053000
II	1047000	1053000
II	1047000	1073000
II	1059000	1072000
II	1059000	1072000
II	1059000	1072000
II	1059000	1073000
II	1060000	1072000
II	1107000	1112000
II	1107000	1113000
II	1107000	1113000
II	1107000	1113000
II	1107000	1114000
II	1107000	1113000
II	1107000	1117000
II	1107000	1114000
II	1107000	1114000
II	1107000	1113000
II	1107000	1113000
II	1107000	1113000
II	1107000	1113000
II	1107000	1114000
II	1107000	1114000
II	1107000	1114000
II	1107000	1114000
II	1107000	1114000
II	1107000	1114000
II	1107000	1114000
II	1107000	1114000
II	1107000	1114000
II	1107000	1114000
II	1107000	1114000
II	1107000	1114000
II	1108000	1113000
II	1108000	1113000
II	1108000	1113000
II	1108000	1117000
II	1108000	1114000
II	1108000	1113000
II	1108000	1114000
II	1108000	1113000
II	1108000	1114000
II	1108000	1113000
II	1108000	1113000
II	1108000	1113000
II	1108000	1114000
II	1108000	1114000
II	1108000	1114000
II	1256000	1310000
II	1256000	1310000
II	1256000	1310000
II	1256000	1310000
II	1256000	1310000
II	1256000	1310000
II	1256000	1310000
II	1256000	1310000
II	1256000	1310000
II	1256000	1310000
II	1256000	1310000
II	1256000	1310000
II	1256000	1310000
II	1256000	1310000
II	1256000	1310000
II	1256000	1310000
II	1256000	1310000
II	1256000	1310000
II	1256000	1310000
II	1256000	1310000
II	1256000	1310000
II	1256000	1310000
II	1527000	1582000
II	1527000	1582000
II	1528000	1581000
II	1531000	1608000
II	1531000	1605000
II	1531000	1587000
II	1531000	1636000
II	1531000	1605000
II	1531000	1636000
II	1531000	1608000
II	1531000	1636000
II	1531000	1605000
II	1531000	1608000
II	1531000	1579000
II	1531000	1583000
II	1531000	1605000
II	1531000	1605000
II	1531000	1605000
II	1531000	1605000
II	1531000	1636000
II	1531000	1636000
II	1531000	1636000
II	1531000	1605000
II	1531000	1636000
II	1531000	1605000
II	1531000	1636000
II	1531000	1605000
II	1531000	1636000
II	1531000	1605000
II	1531000	1605000
II	1531000	1605000
II	1531000	1605000
II	1531000	1605000
II	1531000	1605000
II	1531000	1636000
II	1531000	1605000
II	1531000	1605000
II	1531000	1605000
II	1531000	1605000
II	1531000	1636000
II	1531000	1605000
II	1531000	1605000
II	1531000	1605000
II	1531000	1605000
II	1531000	1605000
II	1531000	1636000
II	1531000	1636000
II	1531000	1636000
II	1532000	1605000
II	1585000	1608000
II	1588000	1659000
II	1588000	1660000
II	1589000	1636000
II	1593000	1635000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1624000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1611000	1636000
II	1612000	1636000
II	1613000	1636000
II	1613000	1665000
II	1613000	1636000
II	1613000	1636000
II	1613000	1636000
II	1613000	1665000
II	1613000	1665000
II	1613000	1665000
II	1613000	1665000
II	1613000	1665000
II	1613000	1636000
II	1613000	1636000
